Code;Denomination;Class;SoftAtk;HardAtk;AirAtk;NavalAtk;GroundDef;AirDef;CloseDef;Target;Initiativa;GunRange;SpotRange;RangeDefMod;MoveMode;MovMethod;MovPoints;Fuel;Ammo;byteB21;Cost;byteB23,24;byteB25;MonthExpired;MontAvaible;YearAvaible;YearExpired;Organic Transport;Country;Special1;Special2;byteB37;byteB38;bomberCode;Icon;atkMel;movMel;dieMel;byte52;byte53;byte54;byte55;byte56;byte57;byte58;byte59;byte60;byte61;byte62;byte63;byte64;byte65;byte66;byte67;byte68;byte69;byte70;byte71;byte72;byte73
3589;42 MG Fanteria;4;8;2;3;1;6;7;3;0;2;2;2;6;0;3;2;0;8;0;10;96;0;12;2;42;43;2;13;1;152;0;0;0;JKR63;312;90;1 ;128;0;0;0;0;0;0;0;13;1;59;1;0;0;245;25;0;0;0;0;0;0
3590;32 Libici;1;3;1;0;2;3;3;0;0;1;1;2;5;0;8;3;0;5;0;4;107;0;6;10;32;36;1;13;33;0;2;0;0;JK206;2;1;1 ;0;0;0;0;0;0;0;0;13;1;96;0;0;0;2;0;0;0;0;0;0;0
3591;32 Fanteria;1;4;1;0;3;4;3;1;0;1;1;2;8;0;3;3;0;6;0;5;139;0;6;10;32;36;2;13;1;0;0;0;0;JK270;2;1;1 ;32;0;0;0;0;0;0;0;13;1;227;0;0;0;1;1;0;0;0;0;0;0
3592;32 Alpini;1;5;1;0;3;5;4;2;0;2;1;2;8;0;8;3;0;7;0;18;102;0;6;10;32;36;2;13;1;2;31;0;0;JKR44;2;1;1 ;0;0;0;0;0;0;0;0;13;1;65;0;0;0;9;0;0;0;0;0;0;0
3593;32 Fanteria da Montagna;1;4;1;0;3;4;3;1;0;1;1;2;8;0;8;3;0;6;0;14;102;0;6;10;32;36;2;13;1;2;0;0;0;JK273;2;1;1 ;0;0;0;0;0;0;0;0;13;1;1;0;0;0;17;0;0;0;0;0;0;0
3594;32 Cavalleria;1;3;1;0;1;3;3;0;0;2;1;3;6;0;8;5;0;6;0;8;110;0;6;10;32;36;1;13;1;0;0;0;0;JK288;2;2;10 ;0;0;0;0;0;0;0;0;13;1;3;0;0;0;129;0;0;0;0;0;0;0
3595;32 Bersaglieri;1;5;1;0;3;4;4;2;0;1;1;2;8;0;3;4;0;6;0;8;141;0;6;10;32;36;2;13;1;0;0;0;0;JKR43;50;72;1 ;128;0;0;0;0;0;0;0;13;1;195;0;0;0;229;0;0;0;0;0;0;0
3596;32 Carabinieri;1;3;0;0;2;2;2;0;0;0;1;2;5;0;8;3;0;5;0;3;107;0;6;10;32;36;1;13;33;0;2;0;0;JK282;2;1;1 ;32;0;0;0;0;0;0;0;13;1;3;0;0;0;0;16;0;0;0;0;0;0
3597;32 San Marco;1;4;1;0;5;5;4;2;0;2;1;2;8;0;8;4;0;6;0;12;103;0;6;10;32;36;2;13;1;0;31;0;0;JK268;50;72;1 ;0;0;0;0;0;0;0;0;13;1;3;4;0;0;5;0;0;0;0;0;0;0
3598;32 Genio;1;2;0;0;3;2;1;0;0;0;1;2;8;0;3;2;0;6;0;7;102;0;6;10;32;36;1;13;9;0;0;0;0;JK276;2;90;1 ;128;0;0;0;0;0;0;0;13;1;227;0;0;0;231;25;0;0;0;0;0;0
3599;32 Assolto;1;5;2;0;4;4;4;2;0;2;1;2;8;0;3;2;0;7;0;19;6;0;6;10;32;36;2;13;5;0;0;0;0;JKR47;89;72;1 ;128;0;0;0;0;0;0;0;13;1;227;0;0;0;231;25;0;0;0;0;0;0
3600;36 Fanteria;1;4;1;0;3;5;4;1;0;1;1;2;8;0;3;3;0;6;0;5;139;0;12;5;36;38;2;13;1;0;0;0;0;JK270;2;1;1 ;32;0;0;0;0;0;0;0;13;1;227;0;0;0;1;1;0;0;0;0;0;0
3601;36 Alpini;1;5;1;0;3;6;5;2;0;2;1;2;8;0;8;3;0;7;0;20;102;0;12;5;36;38;2;13;1;2;31;0;0;JKR44;2;1;1 ;0;0;0;0;0;0;0;0;13;1;1;0;0;0;9;0;0;0;0;0;0;0
3602;36 Genio Alpini;1;5;2;0;3;7;5;2;0;2;1;2;8;0;8;3;0;7;0;41;0;0;12;5;36;38;2;13;9;2;31;0;0;AD23;2;1;1 ;0;0;0;0;0;0;0;0;13;1;1;0;0;0;25;0;0;0;0;0;0;0
3603;36 Fanteria da Montagna;1;4;1;0;3;5;4;1;0;1;1;2;8;0;8;3;0;6;0;16;102;0;12;5;36;38;2;13;1;2;0;0;0;JK273;2;1;1 ;0;0;0;0;0;0;0;0;13;1;1;0;0;0;17;0;0;0;0;0;0;0
3604;36 Cavalleria;1;4;1;0;1;4;3;0;0;2;1;3;6;0;8;5;0;6;0;9;110;0;12;5;36;38;1;13;1;0;0;0;0;JK288;2;2;10 ;0;0;0;0;0;0;0;0;13;1;3;0;0;0;129;0;0;0;0;0;0;0
3605;36 MVSN;1;3;1;0;2;4;4;0;0;1;1;2;8;0;8;3;0;6;0;5;103;0;12;5;36;38;0;13;1;0;2;0;0;OV31;5;1;1 ;32;0;0;0;0;0;0;0;13;1;231;0;0;0;0;8;0;0;0;0;0;0
3606;36 Ascari Cavalleria;1;3;1;0;1;4;3;0;0;2;1;3;6;0;8;5;0;6;0;8;110;0;12;5;36;38;1;13;33;0;2;0;0;TD86;2;2;10 ;0;0;0;0;0;0;0;0;13;1;224;0;0;0;2;0;0;0;0;0;0;0
3607;36 Libici;1;3;1;0;2;4;3;0;0;1;1;2;5;0;8;3;0;5;0;4;107;0;12;5;36;38;1;13;1;0;2;0;0;JK206;2;1;1 ;0;0;0;0;0;0;0;0;13;1;32;0;0;0;2;0;0;0;0;0;0;0
3608;36 Bersaglieri;1;5;1;0;3;5;4;2;0;1;1;2;8;0;3;4;0;6;0;9;141;0;12;5;36;38;2;13;1;0;0;0;0;JKR43;50;72;1 ;128;0;0;0;0;0;0;0;13;1;35;0;0;0;229;0;0;0;0;0;0;0
3609;36 Carabinieri;1;3;0;0;2;3;3;0;0;0;1;2;5;0;8;3;0;5;0;4;107;0;12;5;36;38;1;13;33;0;2;0;0;JK282;2;1;1 ;32;0;0;0;0;0;0;0;13;1;3;0;0;0;0;16;0;0;0;0;0;0
3610;36 San Marco;1;5;1;0;5;5;5;2;0;2;1;2;8;0;8;4;0;6;0;13;103;0;12;5;36;38;2;13;1;0;31;0;0;JK268;50;72;1 ;0;0;0;0;0;0;0;0;13;1;3;4;0;0;5;0;0;0;0;0;0;0
3611;36 Fanteria Motorizzata;1;4;1;0;3;5;4;1;0;1;1;2;8;0;3;3;0;6;0;6;0;0;12;5;36;38;2;13;1;0;0;0;0;I16X3;2;1;1 ;128;0;0;0;0;0;0;0;13;1;39;0;0;0;229;0;0;0;0;0;0;0
3612;36 GAF;1;3;1;0;2;4;4;0;0;1;1;2;8;0;8;2;0;6;0;5;107;0;12;5;36;38;1;13;33;0;2;0;0;JK267;2;1;1 ;0;0;0;0;0;0;0;0;13;1;33;0;0;0;1;16;0;0;0;0;0;0
3613;36 Genio;1;2;0;0;3;3;2;0;0;0;1;2;8;0;3;2;0;6;0;8;102;0;12;5;36;38;1;13;9;0;0;0;0;JK276;2;90;1 ;128;0;0;0;0;0;0;0;13;1;231;0;0;0;231;25;0;0;0;0;0;0
3614;36 Assolto;1;6;2;0;4;5;4;2;0;2;1;2;8;0;3;2;0;7;0;21;6;0;12;5;36;38;2;13;5;0;0;0;0;JKR47;89;72;1 ;128;0;0;0;0;0;0;0;13;1;231;0;0;0;231;25;0;0;0;0;0;0
3615;24 Dubats;1;2;0;0;2;2;1;2;0;1;1;2;5;0;8;3;0;5;0;3;107;0;11;1;26;32;1;13;33;0;2;0;0;JK94;10;1;1 ;0;0;0;0;0;0;0;0;13;1;128;0;0;0;2;16;0;0;0;0;0;0
3616;38 Fanteria;1;5;1;0;3;5;5;1;0;1;1;2;8;0;3;3;0;6;0;5;139;0;4;11;38;40;2;13;1;0;0;0;0;JK270;2;1;1 ;32;0;0;0;0;0;0;0;13;1;227;0;0;0;1;1;0;0;0;0;0;0
3617;38 Alpini;1;6;1;0;3;7;6;2;0;2;1;2;8;0;8;3;0;7;0;23;102;0;4;11;38;40;2;13;1;2;31;0;0;JK56;2;1;1 ;0;0;0;0;0;0;0;0;13;1;1;0;0;0;9;0;0;0;0;0;0;0
3618;38 Genio Alpini;1;6;2;0;3;7;6;2;0;2;1;2;8;0;8;3;0;7;0;45;0;0;4;11;38;40;2;13;9;2;31;0;0;AD23;2;1;1 ;0;0;0;0;0;0;0;0;13;1;1;0;0;0;25;0;0;0;0;0;0;0
3619;38 Fanteria da Montagna;1;5;1;0;3;5;5;1;0;1;1;2;8;0;8;3;0;6;0;18;102;0;4;11;38;40;2;13;1;2;0;0;0;JK273;2;1;1 ;0;0;0;0;0;0;0;0;13;1;1;0;0;0;17;0;0;0;0;0;0;0
3620;38 Cavalleria;1;5;1;0;1;4;4;0;0;2;1;3;6;0;8;5;0;6;0;10;110;0;4;11;38;40;1;13;1;0;0;0;0;JK288;2;2;10 ;0;0;0;0;0;0;0;0;13;1;3;0;0;0;129;0;0;0;0;0;0;0
3621;L3/35-38;3;3;1;0;1;5;6;1;1;3;1;2;5;0;0;6;45;10;0;17;135;0;6;6;42;43;1;13;1;0;0;0;0;UB150;74;70;2 ;0;0;0;0;0;0;0;0;13;1;35;0;0;0;101;0;0;0;0;0;0;0
3622;L2/29;2;2;1;0;1;4;4;1;1;3;1;1;5;0;0;5;43;8;0;12;726;0;10;9;29;36;1;13;1;0;0;0;0;MC10;74;70;2 ;0;0;0;0;0;0;0;0;13;1;3;0;0;0;37;0;0;0;0;0;0;0
3623;40 AS Fanteria;1;6;1;0;3;5;5;1;0;1;1;2;8;0;3;3;0;6;0;7;139;0;7;3;40;42;2;13;1;0;0;0;0;JKR70;2;1;1 ;128;0;0;0;0;0;0;0;13;1;32;0;0;0;65;1;0;0;0;0;0;0
3624;38 Ascari Cavalleria;1;4;1;0;1;4;3;0;0;2;1;3;6;0;8;5;0;6;0;9;110;0;4;11;38;40;1;13;33;0;0;0;0;JK287;2;2;10 ;0;0;0;0;0;0;0;0;13;1;224;0;0;0;2;0;0;0;0;0;0;0
3625;38 Ascari;1;4;1;0;2;4;4;0;0;1;1;2;5;0;8;3;0;5;0;5;107;0;4;11;38;40;1;13;33;0;2;0;0;JK206;2;1;1 ;0;0;0;0;0;0;0;0;13;1;192;0;0;0;2;0;0;0;0;0;0;0
3626;38 Libici;1;4;1;0;2;4;4;0;0;0;1;2;5;0;8;3;0;5;0;5;107;0;4;11;38;40;0;13;1;0;2;0;0;WDB92;2;1;1 ;0;0;0;0;0;0;0;0;13;1;32;0;0;0;2;16;0;0;0;0;0;0
3627;38 Bersaglieri;1;6;1;0;3;6;5;2;0;1;1;2;8;0;3;4;0;6;0;11;141;0;4;11;38;40;2;13;1;0;0;0;0;JKR42;50;72;1 ;128;0;0;0;0;0;0;0;13;1;35;0;0;0;229;0;0;0;0;0;0;0
3628;38 Carabinieri;1;3;1;0;2;4;3;0;0;0;1;2;5;0;8;3;0;5;0;4;107;0;4;11;38;40;1;13;33;0;2;0;0;JK282;2;1;1 ;32;0;0;0;0;0;0;0;13;1;3;0;0;0;0;16;0;0;0;0;0;0
3629;38 San Marco;1;6;1;0;5;6;5;2;0;1;1;2;8;0;8;4;0;6;0;15;103;0;4;11;38;40;2;13;1;0;31;0;0;JK268;50;72;1 ;0;0;0;0;0;0;0;0;13;1;3;4;0;0;5;0;0;0;0;0;0;0
3630;38 MVSN;1;4;1;0;3;5;4;1;0;1;1;2;8;0;3;3;0;6;0;6;103;0;4;11;38;40;2;13;1;0;2;0;0;TDE17;5;1;1 ;128;0;0;0;0;0;0;0;13;1;231;0;0;0;64;24;0;0;0;0;0;0
3631;38 Fanteria Motorizzata;1;5;1;0;3;5;5;1;0;1;1;2;8;0;3;3;0;6;0;6;0;0;4;11;38;40;2;13;1;0;0;0;0;I16X3;2;1;1 ;128;0;0;0;0;0;0;0;13;1;39;0;0;0;229;0;0;0;0;0;0;0
3632;38 GAF;1;4;1;0;2;5;4;0;0;1;1;2;8;0;8;2;0;6;0;5;107;0;4;11;38;40;1;13;1;0;2;0;0;JK267;2;1;1 ;0;0;0;0;0;0;0;0;13;1;33;0;0;0;1;16;0;0;0;0;0;0
3633;40 GAF;1;5;1;0;2;5;5;0;0;1;1;2;8;0;8;2;0;6;0;6;107;0;6;3;40;41;1;13;1;0;2;0;0;JKR74;2;1;1 ;0;0;0;0;0;0;0;0;13;1;57;0;0;0;1;16;0;0;0;0;0;0
3634;38 Genio;1;3;1;0;3;4;3;0;0;1;1;2;8;0;3;2;0;6;0;11;102;0;4;11;38;40;1;13;9;0;0;0;0;JK272;2;90;1 ;128;0;0;0;0;0;0;0;13;1;231;0;0;0;247;27;0;0;0;0;0;0
3635;38 Assalto;1;6;2;0;4;6;6;2;0;2;1;2;8;0;3;2;0;7;0;25;6;0;4;11;38;40;2;13;5;0;0;0;0;AD11;89;72;1 ;128;0;0;0;0;0;0;0;13;1;231;0;0;0;247;27;0;0;0;0;0;0
3636;40 Ascari Cavalleria;1;5;1;0;1;4;4;0;0;2;1;3;6;0;8;5;0;5;0;10;110;0;12;3;40;41;1;13;33;0;0;0;0;JK104;2;2;10 ;0;0;0;0;0;0;0;0;13;1;224;0;0;0;2;0;0;0;0;0;0;0
3637;40 Paracadutisti Libici;1;5;1;0;3;6;5;1;0;1;1;2;8;0;8;3;0;7;0;20;107;0;3;10;40;41;3;13;1;0;0;0;0;H34;93;72;1 ;128;0;0;0;0;0;0;0;13;1;32;0;0;0;2;4;0;0;0;0;0;0
3638;42 Assalto;1;7;1;0;3;6;7;1;0;1;1;2;8;0;3;3;0;6;0;12;139;0;5;7;42;43;2;13;1;0;0;0;0;JK266;2;1;1 ;128;0;0;0;0;0;0;0;13;1;35;4;0;0;1;2;0;0;0;0;0;0
3639;43 Genio;1;5;1;0;3;6;6;0;0;1;1;2;8;0;3;2;0;6;0;18;102;0;12;8;43;54;1;13;9;0;0;0;0;JK272;2;90;1 ;128;0;0;0;0;0;0;0;13;1;3;0;0;0;245;27;0;0;0;0;0;0
3640;43 Fanteria Motorizzata;1;7;2;0;3;6;7;1;0;1;1;2;8;0;3;3;0;6;0;7;0;0;12;8;43;54;2;13;1;0;0;0;0;JK285;2;1;1 ;128;0;0;0;0;0;0;0;13;1;3;0;0;0;225;0;0;0;0;0;0;0
3641;43 Genio Guastatori;1;9;4;0;4;9;10;2;0;2;1;2;8;0;3;2;0;7;0;38;6;0;12;8;43;54;2;13;5;0;0;0;0;JK274;89;72;1 ;128;0;0;0;0;0;0;0;13;1;3;0;0;0;245;3;0;0;0;0;0;0
3642;43 Paracadutisti;1;7;2;0;3;8;9;2;0;2;1;2;8;0;8;3;0;7;0;29;107;0;12;8;43;54;3;13;1;0;31;0;0;H34;93;72;1 ;128;0;0;0;0;0;0;0;13;1;3;0;0;0;1;4;16;0;0;0;0;0
3643;43 Paracadutisti Guastatori;1;8;4;0;4;9;10;2;0;3;1;2;8;0;8;2;0;7;0;74;0;0;12;8;43;54;3;13;5;0;31;0;0;H34;93;72;1 ;128;0;0;0;0;0;0;0;13;1;3;0;0;0;1;4;16;0;0;0;0;0
3644;43 Genio Alpini;1;8;4;0;3;8;9;2;0;2;1;2;8;0;8;3;0;7;0;59;0;0;12;8;43;54;2;13;9;2;31;0;0;JK272;2;1;1 ;0;0;0;0;0;0;0;0;13;1;3;0;0;0;8;0;0;0;0;0;0;0
3645;42 ADRA;1;8;2;0;4;9;10;3;0;2;1;2;8;0;8;3;0;7;0;143;101;0;9;8;42;43;3;13;5;2;31;0;0;JK286;96;1;1 ;128;0;0;0;0;0;0;0;13;1;59;4;0;0;5;0;0;0;0;0;0;0
3646;42 MVSN;1;6;1;0;2;6;6;1;0;1;1;2;8;0;3;3;0;6;0;7;103;0;9;2;41;43;2;13;1;0;2;0;0;JKR69;5;1;1 ;128;0;0;0;0;0;0;0;13;1;59;1;0;0;0;9;0;0;0;0;0;0
3647;42 Carabinieri;1;5;1;0;2;5;5;0;0;0;1;2;5;0;8;3;0;5;0;6;107;0;9;2;42;43;1;13;1;0;2;0;0;JK282;2;1;1 ;32;0;0;0;0;0;0;0;13;1;3;0;0;0;0;16;0;0;0;0;0;0
3648;41 Giovani Fascisti;1;6;2;0;3;6;6;1;0;1;1;2;8;0;3;3;0;6;0;11;103;0;5;7;41;43;2;13;1;0;31;0;0;JKR69;5;1;1 ;128;0;0;0;0;0;0;0;13;1;34;0;0;0;0;8;0;0;0;0;0;0
3649;43 San Marco;1;9;1;0;5;8;10;2;0;1;1;2;8;0;8;4;0;6;0;23;103;0;12;8;43;54;2;13;1;0;31;0;0;JK268;50;72;1 ;0;0;0;0;0;0;0;0;13;1;3;6;0;0;5;64;0;0;0;0;0;0
3650;41 Aliante;1;6;1;0;3;5;6;1;0;1;1;2;8;0;8;3;0;7;0;21;107;0;12;10;41;42;3;13;1;0;0;0;0;H34;93;72;1 ;128;0;0;0;0;0;0;0;13;1;2;4;0;0;1;4;0;0;0;0;0;0
3651;105mm 105/32;8;10;6;0;2;3;5;0;0;3;5;2;3;0;4;0;0;4;0;39;60;0;9;2;18;43;1;13;1;0;0;0;0;PA457;15;80;13 ;4;0;0;0;0;0;0;0;13;1;11;1;0;0;5;0;0;0;0;0;0;0
3652;152mm 152/13;8;15;8;0;2;2;5;0;0;2;3;2;2;0;4;0;0;3;0;38;211;0;6;1;26;41;1;13;1;0;0;0;0;PA466;48;80;13 ;8;0;0;0;0;0;0;0;13;1;27;0;0;0;5;0;0;0;0;0;0;0
3653;149mm 149/19;8;15;9;0;2;1;4;0;0;2;4;2;1;0;4;0;0;5;0;45;38;0;6;8;43;46;1;13;1;0;0;0;0;PA768;48;80;13 ;8;0;0;0;0;0;0;0;13;1;3;0;0;0;5;0;0;0;0;0;0;0
3654;120mm 120/25;8;10;6;0;2;2;5;0;0;2;3;2;2;0;0;0;0;2;0;16;60;0;3;1;26;41;0;13;1;0;0;0;0;PA423;15;80;13 ;4;0;0;0;0;0;0;0;13;1;32;0;0;0;7;0;0;0;0;0;0;0
3655;42 SS Pzgrenadiere (gep);1;10;4;1;2;10;9;0;0;2;1;2;6;0;1;6;66;6;0;50;32;0;11;11;42;43;1;8;129;0;0;0;0;DRG01;50;73;1 ;1;1;0;0;0;0;0;0;8;1;231;0;0;0;0;0;128;0;0;0;0;0
3656;7,5 GebK15;8;7;4;0;1;3;9;0;0;2;3;2;3;0;11;2;0;9;0;23;60;0;2;4;38;41;2;8;1;0;0;0;0;ZYA16;16;80;13 ;66;1;0;0;0;0;0;0;8;1;153;6;0;0;16;0;4;0;0;0;0;0
3657;7,5 GebG43;8;7;4;0;2;2;9;0;0;2;3;2;2;0;11;2;0;13;0;23;60;0;12;12;44;54;2;8;1;66;0;0;0;ZYA12;16;80;13 ;66;4;0;0;0;0;0;0;8;1;129;6;0;0;16;0;4;0;0;0;0;0
3658;10,5 GebH40;8;10;6;0;2;2;8;0;0;2;4;2;2;0;11;2;0;8;0;43;60;0;12;10;42;54;2;8;1;66;0;0;0;ZYA55;15;80;13 ;66;4;0;0;0;0;0;0;8;1;153;6;0;0;16;0;4;0;0;0;0;0
3659;43 Ckm Pechota;4;11;4;3;1;9;9;3;0;2;2;2;8;0;3;0;0;0;0;13;121;0;12;5;43;54;2;16;1;152;0;0;0;JK487;72;90;1 ;32;2;0;0;0;0;0;0;16;1;60;2;0;0;1;20;8;0;0;0;0;0
3660;21 Cavalerie;1;3;0;0;2;2;1;0;0;2;1;3;6;0;8;5;0;6;0;5;110;0;8;1;26;32;1;18;33;0;0;0;0;JKS40;2;2;10 ;0;0;0;0;0;0;0;0;18;1;223;0;0;0;33;0;0;0;0;0;0;0
3661;32 Cavalerie;1;4;0;0;2;4;3;0;0;3;1;3;6;0;8;5;0;6;0;7;110;0;11;7;32;37;1;18;33;0;0;0;0;JKI37;2;2;10 ;0;0;0;0;0;0;0;0;18;1;223;0;0;0;33;0;0;0;0;0;0;0
3662;37 Cavalerie;1;5;1;0;2;5;4;0;0;3;1;3;6;0;8;5;0;6;0;9;110;0;9;10;37;40;1;18;1;0;0;0;0;JKI37;2;2;10 ;0;0;0;0;0;0;0;0;18;1;223;0;0;0;33;0;0;0;0;0;0;0
3663;43 Cavalerie;1;7;1;0;2;7;6;0;0;3;1;3;6;0;8;5;0;6;0;12;110;0;9;7;43;44;1;18;1;0;0;0;0;JKI37;2;2;10 ;0;0;0;0;0;0;0;0;18;1;223;0;0;0;33;0;0;0;0;0;0;0
3664;44 Cavalerie;1;6;2;0;2;8;7;0;0;3;1;3;6;0;8;5;0;6;0;13;110;0;12;8;44;54;1;18;1;0;0;0;0;JKI37;2;2;10 ;0;0;0;0;0;0;0;0;18;1;83;0;0;0;33;0;0;0;0;0;0;0
3665;21 Cercetasi Cav;3;4;0;0;2;2;1;2;0;3;1;3;6;0;8;5;0;6;0;7;110;0;8;1;26;32;1;18;1;0;0;0;0;JKS38;2;2;10 ;0;0;0;0;0;0;0;0;18;1;223;0;0;0;177;9;0;0;0;0;0;0
3666;21 Infanterie;1;3;1;0;3;4;3;1;0;1;1;2;8;0;3;3;0;6;0;4;148;0;8;1;26;32;2;18;1;0;0;0;0;JKS27;2;1;1 ;32;0;0;0;0;0;0;0;18;1;223;0;0;0;17;0;0;0;0;0;0;0
3667;32 Infanterie;1;4;1;0;3;4;4;1;0;1;1;2;8;0;3;3;0;6;0;5;148;0;11;7;32;37;2;18;1;0;0;0;0;JKI55;2;1;1 ;32;0;0;0;0;0;0;0;18;1;223;0;0;0;17;0;0;0;0;0;0;0
3668;37 Infanterie;1;5;1;0;3;5;5;1;0;1;1;2;8;0;3;3;0;6;0;5;148;0;9;10;37;40;2;18;1;0;0;0;0;JKS34;2;1;1 ;32;0;0;0;0;0;0;0;18;1;223;0;0;0;17;0;0;0;0;0;0;0
3669;42 Infanterie;1;6;2;0;3;6;6;1;0;1;1;2;8;0;3;3;0;6;0;6;148;0;8;3;42;43;2;18;1;0;0;0;0;H40P;2;1;1 ;32;0;0;0;0;0;0;0;18;1;223;0;0;0;17;0;0;0;0;0;0;0
3670;44 Infanterie;1;6;2;0;3;7;8;1;0;1;1;2;8;0;3;3;0;6;0;7;148;0;12;8;44;54;2;18;1;0;0;0;0;JKI44;2;1;1 ;32;0;0;0;0;0;0;0;18;1;83;0;0;0;17;0;0;0;0;0;0;0
3671;21 Pontonieri;1;2;0;0;3;2;1;0;0;0;1;2;6;0;3;2;0;5;0;6;98;0;8;1;26;32;1;18;9;0;0;0;0;JKI34;2;90;1 ;128;0;0;0;0;0;0;0;18;1;223;0;0;0;9;0;0;0;0;0;0;0
3672;32 Pontonieri;1;3;0;0;3;3;2;0;0;0;1;2;6;0;3;2;0;5;0;9;98;0;11;7;32;37;1;18;9;0;0;0;0;JKI34;2;90;1 ;128;0;0;0;0;0;0;0;18;1;223;0;0;0;9;0;0;0;0;0;0;0
3673;37 Pontonieri;1;3;1;0;3;4;4;0;0;0;1;2;6;0;3;2;0;5;0;12;98;0;9;10;37;40;1;18;9;0;0;0;0;JKI34;2;90;1 ;128;0;0;0;0;0;0;0;18;1;223;0;0;0;9;0;0;0;0;0;0;0
3674;43 Pontoneri;1;5;2;0;3;6;6;0;0;0;1;2;6;0;3;2;0;5;0;18;98;0;9;7;43;44;1;18;9;0;0;0;0;JKI34;2;90;1 ;128;0;0;0;0;0;0;0;18;1;223;0;0;0;9;0;0;0;0;0;0;0
3675;44 Pontonieri;1;4;2;0;3;6;7;0;0;0;1;2;6;0;3;2;0;5;0;18;98;0;12;8;44;54;1;18;9;0;0;0;0;JKI34;2;90;1 ;128;0;0;0;0;0;0;0;18;1;83;0;0;0;9;0;0;0;0;0;0;0
3676;21 Trupe de Asalt;1;4;1;0;4;5;4;2;0;2;1;2;8;0;3;2;0;7;0;18;184;0;8;1;26;32;2;18;5;0;0;0;0;JKI40;89;72;1 ;128;0;0;0;0;0;0;0;18;1;223;0;0;0;121;11;0;0;0;0;0;0
3677;32 Trupe de Asalt;1;5;2;0;4;5;4;2;0;2;1;2;8;0;3;2;0;7;0;20;184;0;11;7;32;37;2;18;5;0;0;0;0;JKI40;89;72;1 ;128;0;0;0;0;0;0;0;18;1;223;0;0;0;121;11;0;0;0;0;0;0
3678;37 Trupe de Asalt;1;6;2;0;4;6;5;2;0;2;1;2;8;0;3;2;0;7;0;24;184;0;9;10;37;40;2;18;5;0;0;0;0;JKI40;89;72;1 ;128;0;0;0;0;0;0;0;18;1;223;0;0;0;121;11;0;0;0;0;0;0
3679;43 Pionieri;1;8;3;0;4;8;8;2;0;2;1;2;8;0;3;2;0;7;0;33;184;0;9;7;43;44;2;18;5;0;0;0;0;JKI40;89;72;1 ;128;0;0;0;0;0;0;0;18;1;223;0;0;0;121;11;0;0;0;0;0;0
3680;44 Pionieri;1;7;4;0;4;8;9;2;0;2;1;2;8;0;3;2;0;7;0;33;184;0;12;8;44;54;2;18;5;0;0;0;0;JKI34;89;72;1 ;128;0;0;0;0;0;0;0;18;1;83;0;0;0;57;9;0;0;0;0;0;0
3681;21 Vanatori de Munte;1;4;0;0;4;5;4;2;0;2;1;2;8;0;8;3;0;6;0;16;110;0;8;1;26;32;2;18;33;2;31;0;0;JKI48;2;1;1 ;0;0;0;0;0;0;0;0;18;1;223;0;0;0;129;0;0;0;0;0;0;0
3682;32 Vanatori de Munte;1;5;1;0;4;5;5;2;0;2;1;2;8;0;8;3;0;6;0;19;110;0;11;7;32;37;2;18;1;2;31;0;0;JKI48;2;1;1 ;0;0;0;0;0;0;0;0;18;1;223;0;0;0;129;0;0;0;0;0;0;0
3683;37 Vanatori de Munte;1;6;1;0;4;6;7;2;0;2;1;2;8;0;8;3;0;6;0;23;110;0;9;10;37;40;2;18;1;2;31;0;0;JKI48;2;1;1 ;0;0;0;0;0;0;0;0;18;1;223;0;0;0;129;0;0;0;0;0;0;0
3684;44 Vanatori de Munte;1;8;2;0;4;8;10;2;0;2;1;2;8;0;8;3;0;6;0;31;110;0;12;8;44;54;2;18;1;2;31;0;0;JKI48;2;1;1 ;0;0;0;0;0;0;0;0;18;1;83;0;0;0;129;0;0;0;0;0;0;0
3685;21 Garda;1;4;1;0;4;5;4;2;0;2;1;2;8;0;3;3;0;6;0;8;148;0;8;1;26;32;2;18;1;0;31;0;0;JKI54;2;1;1 ;32;0;0;0;0;0;0;0;18;1;223;0;0;0;1;1;0;0;0;0;0;0
3686;32 Garda;1;5;1;0;4;6;5;2;0;2;1;2;8;0;3;3;0;6;0;10;148;0;11;7;32;37;2;18;1;0;31;0;0;JKI41;2;1;1 ;32;0;0;0;0;0;0;0;18;1;223;0;0;0;1;1;0;0;0;0;0;0
3687;37 Garda;1;5;1;0;4;6;6;2;0;2;1;2;8;0;3;3;0;6;0;11;148;0;9;10;37;40;2;18;1;0;31;0;0;JKI41;2;1;1 ;32;0;0;0;0;0;0;0;18;1;223;0;0;0;1;1;0;0;0;0;0;0
3688;21 Graniceri;1;2;0;0;4;3;2;2;0;0;1;2;6;0;3;3;0;6;0;3;148;0;8;1;26;32;2;18;1;0;0;0;0;JKS47;2;1;1 ;32;0;0;0;0;0;0;0;18;1;9;0;0;0;1;2;0;0;0;0;0;0
3689;32 Graniceri;1;3;0;0;3;3;3;1;0;0;1;3;6;0;3;3;0;6;0;6;110;0;11;7;32;37;2;18;1;0;0;0;0;JK477;2;1;1 ;32;0;0;0;0;0;0;0;18;1;9;0;0;0;1;2;0;0;0;0;0;0
